Wk;Day;Date;Time;Home;xG;Score;xG;Away;Venue
28;Sun;19/03/2023;15:00;Strasbourg;2.8;2–0;0.7;Auxerre;Stade de la Meinau
28;Sun;19/03/2023;15:00;Nice;1.2;1–1;0.7;Lorient;Stade de Nice
28;Sun;19/03/2023;15:00;Montpellier;3.3;2–1;1.8;Clermont Foot;Stade de la Mosson
28;Sun;19/03/2023;15:00;Troyes;1.1;2–2;1.3;Brest;Stade de l'Aube
28;Sun;19/03/2023;17:05;Paris S-G;1.7;0–2;1.5;Rennes;Parc des Princes
28;Sun;19/03/2023;20:45;Reims;1.6;1–2;1.2;Marseille;Stade Auguste-Delaune
29;Fri;31/03/2023;21:00;Marseille;1.3;1–1;0.9;Montpellier;Orange Vélodrome
29;Sat;01/04/2023;17:00;Auxerre;1.1;1–0;1.5;Troyes;Stade de l'Abbé Deschamps
29;Sat;01/04/2023;21:00;Rennes;1.0;0–1;1.5;Lens;Roazhon Park
29;Sun;02/04/2023;13:00;Lille;2.0;3–1;0.2;Lorient;Stade Pierre-Mauroy
29;Sun;02/04/2023;15:00;Angers;0.9;1–1;1.5;Nice;Stade Raymond Kopa
29;Sun;02/04/2023;15:00;Brest;1.7;3–1;1.2;Toulouse;Stade Francis-Le Blé
29;Sun;02/04/2023;15:00;Nantes;1.3;0–3;2.2;Reims;Stade de la Beaujoire - Louis Fonteneau
29;Sun;02/04/2023;15:00;Clermont Foot;2.4;2–1;0.4;Ajaccio;Stade Gabriel Montpied
29;Sun;02/04/2023;17:05;Monaco;1.4;4–3;1.5;Strasbourg;Stade Louis II
29;Sun;02/04/2023;20:45;Paris S-G;1.1;0–1;1.6;Lyon;Parc des Princes
30;Fri;07/04/2023;21:00;Lens;1.0;2–1;0.8;Strasbourg;Stade Bollaert-Delelis
30;Sat;08/04/2023;17:00;Angers;1.0;1–0;1.4;Lille;Stade Raymond Kopa
30;Sat;08/04/2023;21:00;Nice;1.5;0–2;1.2;Paris S-G;Stade de Nice
30;Sun;09/04/2023;13:00;Lyon;1.1;3–1;1.1;Rennes;Groupama Stadium
30;Sun;09/04/2023;15:00;Montpellier;1.9;1–2;2.1;Toulouse;Stade de la Mosson
30;Sun;09/04/2023;15:00;Reims;3.4;1–1;1.4;Brest;Stade Auguste-Delaune
30;Sun;09/04/2023;15:00;Ajaccio;1.1;0–3;0.8;Auxerre;Stade François Coty
30;Sun;09/04/2023;15:00;Troyes;0.4;0–2;1.3;Clermont Foot;Stade de l'Aube
30;Sun;09/04/2023;17:05;Nantes;1.1;2–2;1.3;Monaco;Stade de la Beaujoire - Louis Fonteneau
30;Sun;09/04/2023;20:45;Lorient;0.4;0–0;0.9;Marseille;Stade du Moustoir
31;Fri;14/04/2023;21:00;Toulouse;1.2;1–2;2.3;Lyon;Stadium Municipal
31;Sat;15/04/2023;17:00;Rennes;2.9;3–0;0.4;Reims;Roazhon Park
31;Sat;15/04/2023;21:00;Paris S-G;1.2;3–1;1.8;Lens;Parc des Princes
31;Sun;16/04/2023;13:00;Lille;2.1;2–1;0.4;Montpellier;Stade Pierre-Mauroy
31;Sun;16/04/2023;15:00;Auxerre;2.6;2–1;0.9;Nantes;Stade de l'Abbé Deschamps
31;Sun;16/04/2023;15:00;Strasbourg;1.6;3–1;0.4;Ajaccio;Stade de la Meinau
31;Sun;16/04/2023;15:00;Brest;1.3;1–0;0.8;Nice;Stade Francis-Le Blé
31;Sun;16/04/2023;15:00;Clermont Foot;2.1;2–1;0.3;Angers;Stade Gabriel Montpied
31;Sun;16/04/2023;17:05;Monaco;1.9;3–1;1.1;Lorient;Stade Louis II
31;Sun;16/04/2023;20:45;Marseille;3.7;3–1;0.4;Troyes;Orange Vélodrome
32;Fri;21/04/2023;21:00;Angers;1.8;1–2;1.6;Paris S-G;Stade Raymond Kopa
32;Sat;22/04/2023;17:00;Auxerre;1.5;1–1;2.2;Lille;Stade de l'Abbé Deschamps
32;Sat;22/04/2023;21:00;Lens;2.3;3–0;1.6;Monaco;Stade Bollaert-Delelis
32;Sun;23/04/2023;13:00;Reims;1.4;0–2;0.8;Strasbourg;Stade Auguste-Delaune
32;Sun;23/04/2023;15:00;Nice;1.3;1–2;1.0;Clermont Foot;Stade de Nice
32;Sun;23/04/2023;15:00;Ajaccio;0.3;0–0;0.6;Brest;Stade François Coty
32;Sun;23/04/2023;15:00;Nantes;1.7;2–2;1.8;Troyes;Stade de la Beaujoire - Louis Fonteneau
32;Sun;23/04/2023;15:00;Lorient;0.6;0–1;1.1;Toulouse;Stade du Moustoir
32;Sun;23/04/2023;17:05;Montpellier;0.9;1–0;1.1;Rennes;Stade de la Mosson
32;Sun;23/04/2023;20:45;Lyon;1.0;1–2;2.0;Marseille;Groupama Stadium
33;Fri;28/04/2023;21:00;Strasbourg;1.3;1–2;0.8;Lyon;Stade de la Meinau
33;Sat;29/04/2023;17:00;Lille;1.6;3–0;0.5;Ajaccio;Stade Pierre-Mauroy
33;Sun;30/04/2023;13:00;Monaco;1.1;0–4;1.9;Montpellier;Stade Louis II
33;Sun;30/04/2023;15:00;Rennes;2.1;4–2;1.0;Angers;Roazhon Park
33;Sun;30/04/2023;15:00;Troyes;0.7;0–1;3.3;Nice;Stade de l'Aube
33;Sun;30/04/2023;15:00;Clermont Foot;1.6;1–0;0.8;Reims;Stade Gabriel Montpied
33;Sun;30/04/2023;17:05;Paris S-G;1.8;1–3;2.9;Lorient;Parc des Princes
33;Sun;30/04/2023;20:45;Marseille;2.6;2–1;0.5;Auxerre;Orange Vélodrome
33;Tue;02/05/2023;21:00;Toulouse;0.6;0–1;1.2;Lens;Stadium Municipal
33;Wed;03/05/2023;21:00;Brest;0.6;2–0;1.0;Nantes;Stade Francis-Le Blé
34;Sat;06/05/2023;17:00;Nice;1.6;2–1;1.3;Rennes;Stade de Nice
34;Sat;06/05/2023;19:00;Reims;2.0;1–0;1.7;Lille;Stade Auguste-Delaune
34;Sat;06/05/2023;21:00;Lens;0.7;2–1;1.3;Marseille;Stade Bollaert-Delelis
34;Sun;07/05/2023;13:00;Angers;1.0;1–2;2.1;Monaco;Stade Raymond Kopa
34;Sun;07/05/2023;15:00;Lorient;1.0;2–1;1.5;Brest;Stade du Moustoir
34;Sun;07/05/2023;15:00;Ajaccio;0.3;0–0;1.7;Toulouse;Stade François Coty
34;Sun;07/05/2023;15:00;Nantes;0.8;0–2;2.2;Strasbourg;Stade de la Beaujoire - Louis Fonteneau
34;Sun;07/05/2023;15:00;Auxerre;1.2;1–1;1.5;Clermont Foot;Stade de l'Abbé Deschamps
34;Sun;07/05/2023;17:05;Lyon;2.9;5–4;1.8;Montpellier;Groupama Stadium
34;Sun;07/05/2023;20:45;Troyes;0.7;1–3;4.1;Paris S-G;Stade de l'Aube
35;Fri;12/05/2023;21:00;Lens;1.5;2–1;1.7;Reims;Stade Bollaert-Delelis
35;Sat;13/05/2023;17:00;Strasbourg;2.0;2–0;0.5;Nice;Stade de la Meinau
35;Sat;13/05/2023;21:00;Paris S-G;2.3;5–0;0.4;Ajaccio;Parc des Princes
35;Sun;14/05/2023;13:00;Clermont Foot;1.8;2–1;1.7;Lyon;Stade Gabriel Montpied
35;Sun;14/05/2023;15:00;Toulouse;1.3;0–0;1.0;Nantes;Stadium Municipal
35;Sun;14/05/2023;15:00;Montpellier;1.6;1–1;0.6;Lorient;Stade de la Mosson
35;Sun;14/05/2023;15:00;Rennes;3.9;4–0;0.4;Troyes;Roazhon Park
35;Sun;14/05/2023;15:00;Brest;1.6;1–0;0.6;Auxerre;Stade Francis-Le Blé
35;Sun;14/05/2023;17:05;Monaco;0.7;0–0;0.9;Lille;Stade Louis II
35;Sun;14/05/2023;20:45;Marseille;2.7;3–1;0.3;Angers;Orange Vélodrome
36;Fri;19/05/2023;21:00;Lyon;2.1;3–1;1.8;Monaco;Groupama Stadium
36;Sat;20/05/2023;17:00;Nantes;0.9;0–3;1.8;Montpellier;Stade de la Beaujoire - Louis Fonteneau
36;Sat;20/05/2023;21:00;Lille;1.7;2–1;0.7;Marseille;Stade Pierre-Mauroy
36;Sun;21/05/2023;13:00;Ajaccio;0.1;0–5;1.3;Rennes;Stade François Coty
36;Sun;21/05/2023;15:00;Nice;2.2;0–0;0.8;Toulouse;Stade de Nice
36;Sun;21/05/2023;15:00;Reims;1.5;2–2;1.2;Angers;Stade Auguste-Delaune
36;Sun;21/05/2023;15:00;Brest;1.3;2–1;0.5;Clermont Foot;Stade Francis-Le Blé
36;Sun;21/05/2023;15:00;Troyes;0.6;1–1;1.6;Strasbourg;Stade de l'Aube
36;Sun;21/05/2023;17:05;Lorient;1.3;1–3;1.9;Lens;Stade du Moustoir
36;Sun;21/05/2023;20:45;Auxerre;0.9;1–2;2.1;Paris S-G;Stade de l'Abbé Deschamps
37;Sat;27/05/2023;21:00;Lyon;2.6;3–0;1.1;Reims;Groupama Stadium
37;Sat;27/05/2023;21:00;Marseille;1.1;1–2;1.0;Brest;Orange Vélodrome
37;Sat;27/05/2023;21:00;Clermont Foot;1.4;2–0;1.1;Lorient;Stade Gabriel Montpied
37;Sat;27/05/2023;21:00;Angers;1.2;2–1;0.3;Troyes;Stade Raymond Kopa
37;Sat;27/05/2023;21:00;Strasbourg;1.2;1–1;1.0;Paris S-G;Stade de la Meinau
37;Sat;27/05/2023;21:00;Lens;2.3;3–0;0.2;Ajaccio;Stade Bollaert-Delelis
37;Sat;27/05/2023;21:00;Toulouse;0.8;1–1;0.9;Auxerre;Stadium Municipal
37;Sat;27/05/2023;21:00;Rennes;1.3;2–0;0.5;Monaco;Roazhon Park
37;Sat;27/05/2023;21:00;Lille;2.1;2–1;1.0;Nantes;Stade Pierre-Mauroy
37;Sat;27/05/2023;21:00;Montpellier;2.3;2–3;3.4;Nice;Stade de la Mosson
38;Sat;03/06/2023;21:00;Lorient;0.5;2–1;1.0;Strasbourg;Stade du Moustoir
38;Sat;03/06/2023;21:00;Ajaccio;0.1;1–0;1.4;Marseille;Stade François Coty
38;Sat;03/06/2023;21:00;Nice;2.3;3–1;1.8;Lyon;Stade de Nice
38;Sat;03/06/2023;21:00;Monaco;2.2;1–2;2.6;Toulouse;Stade Louis II
38;Sat;03/06/2023;21:00;Brest;1.5;1–2;1.9;Rennes;Stade Francis-Le Blé
38;Sat;03/06/2023;21:00;Auxerre;3.3;1–3;2.8;Lens;Stade de l'Abbé Deschamps
38;Sat;03/06/2023;21:00;Troyes;0.4;1–1;1.4;Lille;Stade de l'Aube
38;Sat;03/06/2023;21:00;Paris S-G;2.2;2–3;3.1;Clermont Foot;Parc des Princes
38;Sat;03/06/2023;21:00;Reims;1.5;1–3;2.3;Montpellier;Stade Auguste-Delaune
38;Sat;03/06/2023;21:00;Nantes;1.1;1–0;0.3;Angers;Stade de la Beaujoire - Louis Fonteneau
